,formatted_address,latitude,longitude,input_string,number_of_results,status,accuracy,google_place_id,type,postcode
953,"South Cape Bay, Tasmania, Australia",-43.63,146.79,South Cape Bay,1,OK,,,,
954,"1585 SE MacArthur Blvd, Stuart, FL 34996, USA",27.1863376,-80.160359,"Bathtub Reef  Beach, Stuart, Martin County",1,OK,,,,
955,"Mullaloo Beach, Western Australia, Australia",-31.7789355,115.7325558,"Mullaloo Beach, Perth",1,OK,,,,
956,"Myrtle Beach, SC, USA",33.6890603,-78.8866943,"Myrtle Beach, Horry County",1,OK,,,,
957,"Ocean Isle Beach, NC, USA",33.8943393,-78.426672,"Ocean Isle, Brunswick County",1,OK,,,,
958,"Summerland Key, FL 33042, USA",24.6656987,-81.4423048,"Summerland Key, Monroe County",1,OK,,,,
959,"Myrtle Beach, SC, USA",33.6890603,-78.8866943,"Myrtle Beach, Horry County",1,OK,,,,
960,"Myrtle Beach, SC, USA",33.6890603,-78.8866943,"Myrtle Beach, Horry County",1,OK,,,,
961,"Myrtle Beach, SC, USA",33.6890603,-78.8866943,"Myrtle Beach, Horry County",1,OK,,,,
962,"Myrtle Beach, SC, USA",33.6890603,-78.8866943,"Myrtle Beach, Horry County",1,OK,,,,
963,"Port Campbell VIC 3269, Australia",-38.6191008,142.9961352,Port Campbell,1,OK,,,,
964,"09043 Muravera, Metropolitan City of Cagliari, Italy",39.4209266,9.5755996,Muravera,1,OK,,,,
965,"Redhead Beach, New South Wales, Australia",-33.0204805,151.7091512,"Redhead Beach, Newcastle",1,OK,,,,
966,"Bethune Beach, FL 32169, USA",28.9491539,-80.83783000000001,"Bethune Beach, Volusia County",1,OK,,,,
967,"Myrtle Beach, SC, USA",33.6890603,-78.8866943,"Myrtle Beach, Horry County",1,OK,,,,
968,"Avon, NC 27915, USA",35.3521855,-75.51084449999999,"Avon, Hatteras Island, Outer Banks, Dare County",1,OK,,,,
969,"La Unión, Guerrero, Mexico",17.9855074,-101.8061071," Boca de la Leña, La Unión",1,OK,,,,
970,"Jacksonville, FL, USA",30.3321838,-81.65565099999999,"Jacksonville, Duval County",1,OK,,,,
971,"Iroquois Point, HI 96706, USA",21.3275,-157.9802778,"Iroquiois Point, Oahu",1,OK,,,,
972,,,,Matacucu Reef ,0,ZERO_RESULTS,,,,
973,"Leffingwell Landing State Park, California 93428, USA",35.5838504,-121.1214197,"Leffingwell Landing, Cambria,  San Luis Obispo County",1,OK,,,,
974,"Vero Beach, FL, USA",27.6386434,-80.39727359999999,"Vero Beach, Indian River County",1,OK,,,,
975,"Santa Catalina Island, California 90704, USA",33.3878856,-118.4163103,Off Catalina Island,1,OK,,,,
976,"Indialantic, FL 32903, USA",28.0894599,-80.5656079,"Indialantic, Brevard County",1,OK,,,,
977,"Helderberg Rural, Sir Lowry's Pass, 7130, South Africa",-34.23434080000001,18.8490465,Caves near Kogel Bay,1,OK,,,,
978,"Innes National Park, Inneston SA 5577, Australia",-35.23670810000001,136.897156,"Dolphin Bay, Innes National Park",1,OK,,,,
979,"Chuns Reef Beach, Hawaii 96712, USA",21.6269444,-158.0838889,"Leftovers near Chun's Reef, Oahu",1,OK,,,,
980,"Sanibel Island, Florida, USA",26.4433972,-82.1115119,"Sanibel Island, Lee County",1,OK,,,,
981,"85 Portsmouth Ave, Stratham, NH 03885, USA",43.013177,-70.91792389999999,Stratham Beach,1,OK,,,,
982,"New Smyrna Beach, FL, USA",29.0258191,-80.9269984,"New Smyrna Beach, Volusia County",1,OK,,,,
983,"Kalbarri WA 6536, Australia",-27.7104192,114.1646201,Kalbarri,1,OK,,,,
984,"Nobbys Beach, New South Wales, Australia",-32.9238417,151.7928437,Nobby's Beach,1,OK,,,,
985,"Jensen Beach, FL 34957, USA",27.2544906,-80.22976969999999,"Jensen Beach, Martin County ",1,OK,,,,
986,"New Smyrna Beach, FL, USA",29.0258191,-80.9269984,"New Smyrna Beach, Volusia County",1,OK,,,,
987,"New Smyrna Beach, FL, USA",29.0258191,-80.9269984,"New Smyrna Beach, Volusia County",1,OK,,,,
988,"Opunake, New Zealand",-39.453943,173.858183,"Opunake, Taranake",1,OK,,,,
989,"King St, Melbourne VIC 3000, Australia",-37.8207332,144.958207,"Shipwreck Cove, Melbourne Aquarium",1,OK,,,,
990,"Quai de Goole, 59140 Dunkerque, France",51.0348137,2.3689817,Port de la Marine,1,OK,,,,
991,"PLAYALINDA Beach, Florida, USA",28.6555177,-80.6318287,"Playalinda Beach, Brevard County",1,OK,,,,
992,Dubai - United Arab Emirates,25.2048493,55.2707828,Off Duba,1,OK,,,,
993,"Antofagasta, Chile",-23.6509279,-70.39750219999999,Antofagasta,1,OK,,,,
994,"Palm Beach Inlet, Palm Beach, FL 33480, USA",26.772285,-80.037263,"Palm Beach Inlet, Palm Beach County",1,OK,,,,
995,"Broughton Island, New South Wales, Australia",-32.6157855,152.3139827,Broughton Island,1,OK,,,,
996,"Strandfontein, 8149, South Africa",-31.7469231,18.2288552,Strandfontein,1,OK,,,,
997,"Wurtulla QLD 4575, Australia",-26.757,153.126,Wurtulla,1,OK,,,,
998,"Lanai, Hawaii 96763, USA",20.8165975,-156.9273193,Lanai,1,OK,,,,
999,"Cowley Way, San Diego, CA 92117, USA",32.8023086,-117.1955353,Coral Bay,1,OK,,,,
1000,"Ao Island, Nagahamacho Aoshima, Ozu, Ehime 799-3470, Japan",33.7357118,132.4816635,Cat Island,1,OK,,,,
1001,"Taimali, Taimali Township, Taitung County, Taiwan",22.6102278,121.0044631,Taimali,1,OK,,,,
1002,"Redhead Beach, New South Wales, Australia",-33.0204805,151.7091512,Redhead Beach,1,OK,,,,
1003,"Second Beach Rd, Port St Johns, South Africa",-31.6409371,29.5299196,"Second Beach, Port St. Johns",2,OK,,,,
1004,"Lincoln City, OR, USA",44.95816440000001,-124.0178914,"Lincoln City, Lincoln County",1,OK,,,,
1005,"North Avoca Beach, New South Wales, Australia",-33.4608015,151.4379276,North Avoca Beach,1,OK,,,,
1006,"Duranbah NSW 2487, Australia",-28.316667,153.533333,Duranbah,1,OK,,,,
1007,"Jupiter, FL, USA",26.9342246,-80.0942087,"Jupiter, Palm Beach County",1,OK,,,,
1008,"Fort James Beach, Antigua and Barbuda",17.1336561,-61.86203949999999,Fort James Beach,1,OK,,,,
1009,,,,Barandúa Beach,0,ZERO_RESULTS,,,,
1010,"New Smyrna Beach, FL, USA",29.0258191,-80.9269984,New Smyrna Beach,1,OK,,,,
1011,"Makahuena Point, Koloa, HI 96756, USA",21.8717452,-159.4463529,"Makahuena Point, Kauai",1,OK,,,,
1012,"Noordhoek, Schoenmakerskop, Port Elizabeth, 6011, South Africa",-34.033333,25.633333,"Noordhoek, Port Elizabeth",1,OK,,,,
1013,"Angourie NSW 2464, Australia",-29.479167,153.359444,Angourie,1,OK,,,,
1014,,,,Between Sodwana & Cape Vidal,0,ZERO_RESULTS,,,,
1015,"Maroubra NSW 2035, Australia",-33.9495,151.2437,Maroubra,1,OK,,,,
1016,"3140 Sunset Blvd, Seaside, OR 97138, USA",45.9749238,-123.9424546,Seaside Cove,1,OK,,,,
1017,,,,Bushy Ilet,0,ZERO_RESULTS,,,,
1018,"Broken Head NSW 2481, Australia",-28.7264578,153.5983166,Broken Head,1,OK,,,,
1019,"Tabanan Regency, Bali, Indonesia",-8.459556100000002,115.0465991,Tabanan,1,OK,,,,
1020,"Peregian Beach QLD 4573, Australia",-26.480556,153.095556,Peregian,1,OK,,,,
1021,"Pigeon Point Lighthouse, Pigeon Point Rd, Pescadero, CA 94060, USA",37.1829202,-122.3928022,Pigeon Point,2,OK,,,,
1022,"Pigeon Island, St Lucia",14.0930977,-60.96455409999999,Pigeon Island,1,OK,,,,
1023,"R. Campos Sáles, 64 - Santa Tereza, Olinda - PE, 53010-070, Brazil",-8.0256762,-34.8572727,"Punta Del Chifre Beach, Olinda",1,OK,,,,
1024,"Sainte Rose, Guadeloupe",16.3309006,-61.69764209999999,Sainte-Rose,1,OK,,,,
1025,"200 Reservation Rd, Marina, CA 93933, USA",36.6927933,-121.8092841,"Marina State Beach, Monterey County",1,OK,,,,
1026,"Spey Bay, Fochabers IV32 7PJ, UK",57.671302,-3.085232,Spey Bay,1,OK,,,,
1027,"1, King Shaka Ave, Point, Point, Durban, 4001, South Africa",-29.8672537,31.0458542,"uShaka Aquarium, Durban",1,OK,,,,
1028,"Rottnest Island WA 6161, Australia",-32.0063677,115.5073002,Rottnest Island,1,OK,,,,
1029,"Newport, OR, USA",44.6367836,-124.0534505,"Newport, Lincoln County",1,OK,,,,
1030,"Elwood Beach, Victoria, Australia",-37.8902265,144.9845562,Elwood Beach,1,OK,,,,
1031,"Cape Canaveral, Florida, USA",28.4740089,-80.5771737,Cape Canaveral,2,OK,,,,
1032,"Seaside, FL 32459, USA",30.3216504,-86.1429286,Seaside,1,OK,,,,
1033,"Cottesloe Beach, Western Australia, Australia",-31.9938622,115.7510477,Cottesloe Beach,1,OK,,,,
1034,"Cap la Houssaye, Réunion",-21.0188889,55.2355556,Cap La Houssaye,1,OK,,,,
1035,"Anna Maria, FL, USA",27.5311474,-82.7334334,"Santa Maria Island, Manatee County",1,OK,,,,
1036,"Gulf Shores, AL, USA",30.2460361,-87.70081929999999,"Gulf Shores, Baldwin County",1,OK,,,,
1037,"Cll Sardinera, Hatillo 00659, Puerto Rico",18.4919313,-66.7934203,Hatillo Beach,1,OK,,,,
1038,,,,Playa Jackson ,0,ZERO_RESULTS,,,,
1039,"Clovelly Beach, Clovelly NSW 2031, Australia",-33.9134618,151.2662751,Clovely Beach,1,OK,,,,
1040,"Anna Maria, FL, USA",27.5311474,-82.7334334,"Santa Maria Island, Manatee County",1,OK,,,,
1041,"North Myrtle Beach, SC, USA",33.8160058,-78.680016,"North Myrtle Beach, Horry County",1,OK,,,,
1042,"Kauai, Hawaii, USA",22.0964396,-159.5261238,Kauai,2,OK,,,,
1043,"32 Rue du Boucan Canot, Saint-Gilles les Bains 97434",-21.0272603,55.22652489999999,Boucan-Canot,3,OK,,,,
1044,"Mama Ngina Dr, Mombasa, Kenya",-4.0758703,39.673976,"Mama Ngina Beach, Mombasa ",2,OK,,,,
1045,"New Smyrna Beach, FL, USA",29.0258191,-80.9269984,New Smyrna Beach,1,OK,,,,
1046,"Samoa Beach, New Navy Base Rd, Samoa, CA 95564, USA",40.80628129999999,-124.1991726,"Samoa Beach, Humboldt County",1,OK,,,,
1047,"Hula, Papua New Guinea",-10.0948154,147.727522,"Hula, near Port Moresby",2,OK,,,,
1048,"Nimitz Beach, Hawaii 96707, USA",21.299765,-158.0666611,"Nimitz State Beach, Oahu",1,OK,,,,
1049,"Bunker Bay Rd, Naturaliste WA 6281, Australia",-33.543638,115.030785, Bunker Bay,1,OK,,,,
1050,"New Smyrna Beach, FL, USA",29.0258191,-80.9269984,"New Smyrna Beach, Volusia County",1,OK,,,,
1051,"Crescent Beach, FL 32080, USA",29.76886,-81.2536786,Crescent Beach St. Johns County,1,OK,,,,
1052,"Fantome Island, Palm Island QLD 4816, Australia",-18.6932861,146.5196111,Fantome Island,1,OK,,,,
1053,"Grass Island, Texas 78390, USA",28.0514053,-97.1538796,"Grass Island, Aransas County",1,OK,,,,
1054,"Slavyanka, Primorsky Krai, Russia",42.8711878,131.3784441,Slavyanka,1,OK,,,,
1055,"Buxton, NC 27920, USA",35.2688839,-75.5394136,"Buxton Beach, Dare County",1,OK,,,,
1056,"Holden Beach, NC 28462, USA",33.9135061,-78.3038892,Holden Beach. Brunswick County,1,OK,,,,
1057,"Hill St, Lookout Beach, Plettenberg Bay, 6600, South Africa",-34.0518446,23.3773891,"Lookout Beach, near the Keurbooms river mouth in Plettenberg Bay",1,OK,,,,
1058,"Zheltukhin, Volgograd Oblast, Russia, 403071",49.3318396,43.9523485,Zheltukhin Island,1,OK,,,,
1059,"Kure Beach, NC, USA",33.9968399,-77.90720809999999,"Kure Beach, New Hanover County",1,OK,,,,
1060,"Wrightsville Beach, NC, USA",34.2085036,-77.7963709,"Wrightsville Beach, New Hanover County",1,OK,,,,
1061,,,,Vityaz,0,ZERO_RESULTS,,,,
1062,"Teahupo'o, French Polynesia",-17.8470814,-149.2664419,"Teahupoo, Tahiti",1,OK,,,,
1063,"Vieques, Puerto Rico",18.1262854,-65.44009849999999, Vieques,1,OK,,,,
1064,Seychelles,-4.2936687,55.7015064,Anse Lazio ,2,OK,,,,
1065,"Myrtle Beach, SC, USA",33.6890603,-78.8866943,"Myrtle Beach, Horry County",1,OK,,,,
1066,"Beaufort Inlet, Beaufort, NC 28512, USA",34.6937732,-76.6663185,Beaufort Inlet,1,OK,,,,
1067,Seychelles,-4.2936687,55.7015064,Anse Lazio ,2,OK,,,,
1068,"Praia do Pina, Pernambuco, Brazil",-8.095158699999999,-34.8820633,Praia do Pina,1,OK,,,,
1069,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
1070,"Egg Harbor Township, NJ, USA",39.3822537,-74.6166192,"Egg Harbor, Atlantic County",1,OK,,,,
1071,"42 Steenbras Drive, Chintsa, East London, 5275, South Africa",-32.827636,28.1178815,"Cintza Beach, East London",1,OK,,,,
1072,"Ocracoke, NC 27960, USA",35.1146152,-75.9810097,"Ocracoke Island, Hyde County",1,OK,,,,
1073,,,,Brisants. ,0,ZERO_RESULTS,,,,
1074,"South Padre Island, TX 78597, USA",26.1118401,-97.16812569999999,"South Padre Island, Cameron County",1,OK,,,,
1075,"Lucaya, Freeport, The Bahamas",26.5127944,-78.6399542,Off Lucaya,1,OK,,,,
1076,"Matagorda Island, Texas, USA",28.1688928,-96.7386946,"Sunday Beach, Matagorda Island, Calhoun  County",1,OK,,,,
1077,"Mustang Island, Texas, USA",27.7103944,-97.1628647,"Mustang Island, Nueces County",1,OK,,,,
1078,"Roches Noires, Mauritius",-20.1100712,57.72610419999999,Roches Noires,1,OK,,,,
1079,"Libertad, San Onofre, Sucre, Colombia",9.898596999999999,-75.572295,"Libertad, San Onofre",1,OK,,,,
1080,"TKCA 1ZZ, Turks and Caicos Islands",21.8366398,-71.81237349999999,Mudjin Harbor,1,OK,,,,
1081,"Praia do Pina, Pernambuco, Brazil",-8.095158699999999,-34.8820633,Praia do Pina,1,OK,,,,
1082,"Aliwal Shoal, South Africa",-30.25,30.8166667,Aliwal Shoal,1,OK,,,,
1083,"North Topsail Beach, NC, USA",34.4901665,-77.43163,"North Topsail Beach, Onslow County",1,OK,,,,
1084,"San Onofre Beach, California, USA",33.3728077,-117.5656012,"San Onofre State Beach, San Diego County",1,OK,,,,
1085,"Perdido Key, FL 32507, USA",30.3035037,-87.42731719999999,"Perdido Key, Escambia County",1,OK,,,,
1086,"French Cay, TKCA 1ZZ, Turks and Caicos Islands",21.5,-72.25,French Cay,1,OK,,,,
1087,"Av. Playa Grande 1, Centro, 23450 Cabo San Lucas, B.C.S., Mexico",22.8765328,-109.9084561,Playa Grande,2,OK,,,,
1088,"32 Rue du Boucan Canot, Saint-Gilles les Bains 97434",-21.0272603,55.22652489999999,Boucan-Canot,3,OK,,,,
1089,"St Ives, UK",50.20838579999999,-5.490886400000001,St. Ives,1,OK,,,,
1090,"Jupiter Inlet Colony, FL 33469, USA",26.9478705,-80.07444579999999,"Off Jupiter Inlet, Palm Beach County",1,OK,,,,
1091,"Albuquerque, NM, USA",35.0843859,-106.650422,Albuquerque Cay,1,OK,,,,
1092,"La Jolla, San Diego, CA, USA",32.8328112,-117.2712717,"La Jolla, San Diego County",1,OK,,,,
1093,"New Smyrna Beach, FL, USA",29.0258191,-80.9269984,"New Smyrna Beach, Volusia County",1,OK,,,,
1094,"Pulau Payar, Malaysia",6.05,100.0333333,Palau Payar,1,OK,,,,
1095,"Follets Island, Texas 77541, USA",29.0424663,-95.1696535,"Follett's Island, Brazoria County",1,OK,,,,
1096,"89 Beachyhead Dr, Plettenberg Bay, 6600, South Africa",-34.07614,23.37059,Robberg Beach,2,OK,,,,
1097,"77-6296-- Ali'i, 77-6348 Alii Dr, Kailua-Kona, HI 96740, USA",19.6026032,-155.9744612,"Lyman Beach, Kailua-Kona",1,OK,,,,
1098,"77-6296-- Ali'i, 77-6348 Alii Dr, Kailua-Kona, HI 96740, USA",19.6026032,-155.9744612,"Lyman Beach, Kailua-Kona",1,OK,,,,
1099,"Levan Point, Gourock PA19, UK",55.9480683,-4.8587025,Levan Point,1,OK,,,,
1100,"Ponte Vedra Beach, FL 32082, USA",30.2400058,-81.3852595,"Ponte Vedra Beach, St Johns County",1,OK,,,,
1101,"Île Kendec, New Caledonia",-20.6666667,164.25,Kendec,1,OK,,,,
1102,"Ormond Beach, FL, USA",29.2858129,-81.0558894,"Ormond Beach, Volusia County",1,OK,,,,
1103,"Miami, FL, USA",25.7616798,-80.1917902,Miami,1,OK,,,,
1104,Khor Fakkan - Sharjah - United Arab Emirates,25.3365669,56.3432629,Khor Fakkan ,1,OK,,,,
1105,"Palm Beach, FL, USA",26.7056206,-80.0364297,Palm Beach,1,OK,,,,
1106,"Riviera Beach, FL, USA",26.7753405,-80.0580969,"Riviera Beach, Palm Beach County",1,OK,,,,
1107,"Red Bluff, CA 96080, USA",40.1784886,-122.2358302,Red Bluffs,1,OK,,,,
1108,"New Smyrna Beach, FL, USA",29.0258191,-80.9269984,"New Smyrna Beach, Volusia County",1,OK,,,,
1109,"Snapper Point, Tega Cay, SC 29708, USA",35.0370286,-81.0344199,Snapper Point,3,OK,,,,
1110,"432 W University Dr, Rochester, MI 48307, USA",42.6822117,-83.1390622,Balian,1,OK,,,,
1111,"Malake Island, Fiji",-17.320139,178.1413387,"Malake Island, Ra Province",1,OK,,,,
1112,"FM2031, Matagorda, TX 77457, USA",28.5973417,-95.97726779999999,Matagorda Beach,1,OK,,,,
1113,"Blvd. Kukulcan Km. 9.5, Punta Cancun, Zona Hotelera, 77500 Cancún, Q.R., Mexico",21.1323281,-86.74646539999999,"Gaviotas Beach, Cancun",1,OK,,,,
1114,"Crowdy Head NSW 2427, Australia",-31.8443241,152.7265099,Crowdy Head,1,OK,,,,
1115,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
1116,,,,Nukudamu ,0,ZERO_RESULTS,,,,
1117,"Jimmys Beach, New South Wales, Australia",-32.6790132,152.1762756,"Jimmys Beach, Port Stephens",1,OK,,,,
1118,"Sharm El-Sheikh, Qesm Sharm Ash Sheikh, South Sinai Governorate, Egypt",27.9654198,34.3617769,Sharm-el-Sheikh,1,OK,,,,
1119,"Tallow Beach, Byron Bay NSW 2481, Australia",-28.6524251,153.6279337,"Tallow Beach, Byron Bay",1,OK,,,,
1120,"145 W 55th St, New York, NY 10019, USA",40.763943,-73.9800479,Between ,1,OK,,,,
1121,"Ouvéa, New Caledonia",-20.6543997,166.5353028,"Bay of Bweedro, Ouvéa",1,OK,,,,
1122,"17 Rue Bouche Thomas, 49000 Angers, France",47.4425699,-0.5473257,Trois-Roches,1,OK,,,,
1123,"Perforated Island, South Australia, Australia",-34.726845,135.1582224,Off Perforated Island near Coffin Bay,1,OK,,,,
1124,"Sunshine Beach QLD 4567, Australia",-26.407,153.105,Sunshine Beach,1,OK,,,,
1125,"Exmouth, UK",50.619957,-3.413702,Exmouth,1,OK,,,,
1126,"Revillagigedo Islands, Colima, Mexico",18.8368255,-112.7727754,"Manzanillo, Revillagigedo Islands",1,OK,,,,
1127,"62 Wellington St, Colchester, 6175, South Africa",-33.6933635,25.8224447,"Sundays River Mouth, Port Elizabeth",1,OK,,,,
1128,"Cancún, Quintana Roo, Mexico",21.161908,-86.8515279,Cancun,1,OK,,,,
1129,"Revillagigedo Islands, Colima, Mexico",18.8368255,-112.7727754,Revillagigedo Islands,1,OK,,,,
1130,"6604 Midnight Pass Rd, Sarasota, FL 34242, USA",27.2501358,-82.53429609999999,Tiger Beach,1,OK,,,,
1131,"Cudgen Creek, New South Wales 2487, Australia",-28.2765787,153.5730286,Cudgen Creek ,1,OK,,,,
1132,"Second Beach Rd, Port St Johns, South Africa",-31.6409371,29.5299196,"Second Beach, Port St. John's",2,OK,,,,
1133,"Xcalak, Quintana Roo, Mexico",18.2713888,-87.83583329999999,Xcalak ,1,OK,,,,
1134,"Busselton WA 6280, Australia",-33.6531584,115.3454892,Busselton,1,OK,,,,
1135,"Kahului, HI, USA",20.8893351,-156.4729469," Kahului, Maui",1,OK,,,,
1136,"Sigatoka, Fiji",-18.1416372,177.5074315,Sigatoka,1,OK,,,,
1137,"523 Hana Hwy, Paia, HI 96779, USA",20.9224318,-156.3725317,"Tavares Bay, Maui",1,OK,,,,
1138,"Qesm Sharm Ash Sheikh, South Sinai Governorate, Egypt",27.9158175,34.3299504,"Middle Garden, Sharm el-Shiekh",1,OK,,,,
1139,"432 W University Dr, Rochester, MI 48307, USA",42.6822117,-83.1390622,Balian,1,OK,,,,
1140,"Ra's Nasrani, Egypt",27.9642893,34.4173373,"Ras Nasrani, Sharm el-Sheikh",1,OK,,,,
1141,"Ra's Nasrani, Egypt",27.9642893,34.4173373,"Ras Nasrani, Sharm el-Sheikh",1,OK,,,,
1142,"Coral Bay, Po Box 74, Hadaba, شرم الشيخ، جنوب سيناء 46619, Egypt",27.930153,34.364075,"Coral Bay, Sharm el-Sheikh",1,OK,,,,
1143,"Coral Bay, Po Box 74, Hadaba, شرم الشيخ، جنوب سيناء 46619, Egypt",27.930153,34.364075,"Coral Bay, Sharm el-Sheikh",1,OK,,,,
1144,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
1145,"Native Dog Beach, Bremer Bay WA 6338, Australia",-34.450121,119.3560222,Native Dog Beach,1,OK,,,,
1146,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
1147,"Boca Chica, Dominican Republic",18.4547535,-69.6082811,Boca Chica,1,OK,,,,
1148,"432 W University Dr, Rochester, MI 48307, USA",42.6822117,-83.1390622,Balian,1,OK,,,,
1149,"Carnac Island, Western Australia, Australia",-32.1209579,115.6620901,Between Carnac and Garden Islands,2,OK,,,,
1150,,,,Off Garden Island,0,ZERO_RESULTS,,,,
1151,"12 Bald Island Road, Cheynes WA 6328, Australia",-34.88414,118.404629,Cheynes Beach,1,OK,,,,
1152,"Florence, Metropolitan City of Florence, Italy",43.7695604,11.2558136,Florence,1,OK,,,,
1153,"Faial Island, 9900, Portugal",38.5912552,-28.6964752,350 miles from Faial Island,1,OK,,,,
1154,"Burnt Cove Brook, East Central Washington, ME 04628, USA",44.8565203,-67.1668032,"Burnt Cove near Eastport, Washington County",2,OK,,,,
1155,"Wedge Island, Western Australia, Australia",-30.8277891,115.1879896,Wedge Island,1,OK,,,,
1156,"Surf Beach, California, USA",34.6831139,-120.6064278,"Surf Beach, Vandenberg AFB, Santa Barbara County",1,OK,,,,
1157,"Sharm El-Sheikh, Qesm Sharm Ash Sheikh, South Sinai Governorate, Egypt",27.9654198,34.3617769,Sharm el-Sheikh ,1,OK,,,,
1158,"Mullaway NSW 2456, Australia",-30.08060729999999,153.1958504,Mullaway Headland,1,OK,,,,
1159,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
1160,"Elbow Cay, The Bahamas",26.52594,-76.9686267,Elbow Cay,1,OK,,,,
1161,"Melkbaai St, Strand, Cape Town, 7139, South Africa",-34.1075151,18.8210006,"Melkbaai, Strand",1,OK,,,,
1162,"Winchester Bay, OR 97467, USA",43.6770608,-124.1748369,Winchester Bay,1,OK,,,,
1163,"Sandbridge, Virginia Beach, VA, USA",36.7239073,-75.9390662,Sandridge Beach,1,OK,,,,
1164,"Dyer Island, Overberg DC, South Africa",-34.6841036,19.4147569,Between Dyer Island and Pearly Beach,1,OK,,,,
1165,,,,Fraser's Reef,0,ZERO_RESULTS,,,,
1166,"St. Augustine, FL, USA",29.9012437,-81.31243409999999,"St. Augustine, St. John's County",1,OK,,,,
1167,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
1168,"New Smyrna Beach, FL, USA",29.0258191,-80.9269984,"New Smyrna Beach, Volusia County",1,OK,,,,
1169,"New Smyrna Beach, FL, USA",29.0258191,-80.9269984,"New Smyrna Beach, Volusia County",1,OK,,,,
1170,"New Smyrna Beach, FL, USA",29.0258191,-80.9269984,"New Smyrna Beach, Volusia County",1,OK,,,,
1171,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
1172,"Jaw's Beach, Nassau, The Bahamas",25.0186684,-77.5451485,"Off Jaws Beach, New Providence Island",1,OK,,,,
1173,"Crescent Beach, FL 32080, USA",29.76886,-81.2536786,Crescent Beach St. Johns County,1,OK,,,,
1174,"Cowaramup Bay, Western Australia, Australia",-33.86060250000001,114.9857991,Cowaramup Bay,2,OK,,,,
1175,"Pigeon Point Rd, California 94060, USA",37.1864492,-122.3832545,"Pigeon Point, San Mateo County",2,OK,,,,
1176,"Three Mile Creek, Queensland, Australia",-19.208941,146.7684223,"Three Mile Creek, Townsville",1,OK,,,,
1177,"Jeju-do, South Korea",33.4890113,126.4983023,Jeju Island,1,OK,,,,
